ModelYear,MfrName,Division,Carline,VerifyMfrCd,INDEX,EngDispl,# Cyl,CityFE,HwyFE,CombFE,Guzzler,Trans,Automatic,US
2015,FordMC,Ford,MUSTANG CONVERTIBLE,FMX,52,5,8,15,24,18,0,SA,1,US
2015,FordMC,Ford,Fiesta ST FWD,FMX,85,1.6,4,26,35,29,0,M,0,US
2015,FordMC,Ford,FUSION AWD,FMX,135,2,4,22,31,25,0,SA,1,US
2015,FordMC,Ford,FUSION FWD,FMX,158,1.5,4,25,37,29,0,SA,1,US
2015,FordMC,Ford,FUSION FWD,FMX,165,1.5,4,24,36,28,0,SA,1,US
2015,FordMC,Ford,FUSION FWD,FMX,136,2,4,22,33,26,0,SA,1,US
2015,FordMC,Ford,FUSION FWD,FMX,144,2.5,4,22,34,26,0,SA,1,US
2015,FordMC,Ford,FUSION HYBRID FWD,FMX,138,2,4,44,41,42,0,CVT,1,US
2015,FordMC,Lincoln,MKZ AWD,FMX,133,2,4,22,31,25,0,SA,1,US
2015,FordMC,Lincoln,MKZ AWD,FMX,155,3.7,6,18,26,21,0,SA,1,US
2015,FordMC,Lincoln,MKZ FWD,FMX,134,2,4,22,33,26,0,SA,1,US
2015,FordMC,Lincoln,MKZ FWD,FMX,157,3.7,6,18,27,22,0,SA,1,US
2015,FordMC,Lincoln,MKZ HYBRID FWD,FMX,139,2,4,41,39,40,0,CVT,1,US
2015,FordMC,Ford,C-MAX Hybrid FWD,FMX,168,2,4,42,37,40,0,CVT,1,US
2015,FordMC,Ford,TAURUS AWD,FMX,125,3.5,6,17,25,20,0,SA,1,US
2015,FordMC,Ford,TAURUS AWD,FMX,154,3.5,6,18,26,21,0,SA,1,US
2015,FordMC,Ford,TAURUS AWD FFV,FMX,153,3.5,6,18,26,21,0,SA,1,US
2015,FordMC,Ford,TAURUS FWD,FMX,149,2,4,22,32,26,0,SA,1,US
2015,FordMC,Ford,TAURUS FWD,FMX,152,3.5,6,19,29,23,0,SA,1,US
2015,FordMC,Ford,TAURUS FWD FFV,FMX,151,3.5,6,19,29,23,0,SA,1,US
2015,FordMC,Lincoln,MKS AWD,FMX,123,3.5,6,17,25,20,0,SA,1,US
2015,FordMC,Ford,Transit T150 Wagon,FMX,242,3.5,6,14,19,16,0,SA,1,US
2015,FordMC,Ford,Transit T150 Wagon FFV,FMX,203,3.7,6,14,19,16,0,SA,1,US
2015,FordMC,Ford,Transit Connect Van 2WD,FMX,234,1.6,4,22,30,25,0,SA,1,US
2015,FordMC,Ford,Transit Connect Van 2WD,FMX,89,2.5,4,21,29,24,0,SA,1,US
2015,FordMC,Ford,TRANSIT CONNECT WAGON FWD,FMX,88,1.6,4,22,30,25,0,SA,1,US
2015,FordMC,Ford,TRANSIT CONNECT WAGON FWD,FMX,87,2.5,4,20,28,23,0,SA,1,US
2015,FordMC,Ford,Transit Connect Wagon LWB FWD,FMX,90,2.5,4,20,28,23,0,SA,1,US
2015,FordMC,Ford,ESCAPE FWD,FMX,170,1.6,4,23,32,26,0,SA,1,US
2015,FordMC,Ford,ESCAPE FWD,FMX,172,2,4,22,30,25,0,SA,1,US
2015,FordMC,Ford,ESCAPE FWD,FMX,173,2.5,4,22,31,25,0,SA,1,US
2015,FordMC,Lincoln,MKC  FWD,FMX,3,2,4,20,29,23,0,SA,1,US
2015,FordMC,Lincoln,MKX FWD,FMX,194,3.7,6,18,26,21,0,SA,1,US
2015,FordMC,Ford,ESCAPE AWD,FMX,169,1.6,4,22,29,25,0,SA,1,US
2015,FordMC,Ford,ESCAPE AWD,FMX,171,2,4,21,28,23,0,SA,1,US
2015,FordMC,Lincoln,MKC  AWD,FMX,1,2,4,19,26,22,0,SA,1,US
2015,FordMC,Lincoln,MKC  AWD,FMX,2,2.3,4,18,26,21,0,SA,1,US
2015,FordMC,Lincoln,MKX AWD,FMX,129,3.7,6,17,23,19,0,SA,1,US
2015,FordMC,Ford,Expedition 2WD,FMX,59,3.5,6,16,22,18,0,SA,1,US
2015,FordMC,Ford,Expedition EL 2WD,FMX,252,3.5,6,15,21,17,0,SA,1,US
2015,FordMC,Ford,EXPLORER FFV 2WD,FMX,159,3.5,6,17,24,20,0,SA,1,US
2015,FordMC,Ford,EXPLORER FWD,FMX,156,2,4,20,28,23,0,A,1,US
2015,FordMC,Ford,EXPLORER FWD,FMX,161,3.5,6,17,24,20,0,SA,1,US
2015,FordMC,Lincoln,Navigator 2WD,FMX,65,3.5,6,16,22,18,0,SA,1,US
2015,FordMC,Lincoln,Navigator L 2WD,FMX,253,3.5,6,15,20,17,0,SA,1,US
2015,FordMC,Ford,Expedition 4WD,FMX,62,3.5,6,15,20,17,0,SA,1,US
2015,FordMC,Ford,Expedition EL 4WD,FMX,255,3.5,6,14,20,16,0,SA,1,US
2015,FordMC,Ford,EXPLORER AWD,FMX,162,3.5,6,17,23,19,0,SA,1,US
2015,FordMC,Ford,EXPLORER AWD,FMX,245,3.5,6,16,22,18,0,SA,1,US
2015,FordMC,Ford,EXPLORER FFV AWD,FMX,160,3.5,6,17,23,19,0,SA,1,US
2015,FordMC,Lincoln,Navigator 4WD,FMX,63,3.5,6,15,20,17,0,SA,1,US
2015,FordMC,Lincoln,Navigator L 4WD,FMX,256,3.5,6,15,19,16,0,SA,1,US
2015,GM,Chevrolet,CORVETTE,GMX,59,6.2,8,16,29,20,0,SA,1,US
2015,GM,Chevrolet,CORVETTE,GMX,60,6.2,8,17,29,21,0,M,0,US
2015,GM,Chevrolet,SPARK,GMX,56,1.2,4,30,39,34,0,CVT,1,US
2015,GM,Chevrolet,SPARK,GMX,57,1.2,4,31,39,34,0,M,0,US
2015,GM,Buick,VERANO,GMX,99,2,4,21,30,24,0,SA,1,US
2015,GM,Buick,VERANO,GMX,73,2,4,20,31,24,0,M,0,US
2015,GM,Buick,VERANO,GMX,75,2.4,4,21,32,25,0,SA,1,US
2015,GM,Cadillac,ATS,GMX,2,2,4,21,30,24,0,SA,1,US
2015,GM,Cadillac,ATS,GMX,4,2,4,19,30,23,0,M,0,US
2015,GM,Cadillac,ATS,GMX,8,2.5,4,21,33,25,0,SA,1,US
2015,GM,Cadillac,ATS,GMX,9,3.6,6,18,28,22,0,SA,1,US
2015,GM,Cadillac,ATS AWD,GMX,6,2,4,20,28,23,0,SA,1,US
2015,GM,Cadillac,ATS AWD,GMX,11,3.6,6,18,26,21,0,SA,1,US
2015,GM,Chevrolet,CAMARO,GMX,84,3.6,6,19,30,22,0,A,1,US
2015,GM,Chevrolet,CAMARO,GMX,86,3.6,6,18,27,21,0,SA,1,US
2015,GM,Chevrolet,CAMARO,GMX,87,3.6,6,17,28,20,0,M,0,US
2015,GM,Chevrolet,CAMARO,GMX,58,6.2,8,15,24,18,0,SA,1,US
2015,GM,Chevrolet,CAMARO,GMX,138,6.2,8,12,18,14,1,SA,1,US
2015,GM,Chevrolet,CAMARO,GMX,157,6.2,8,14,19,16,1,M,0,US
2015,GM,Chevrolet,CAMARO,GMX,49,7,8,13,19,15,1,M,0,US
2015,GM,Chevrolet,SONIC,GMX,27,1.4,4,27,37,31,0,SA,1,US
2015,GM,Chevrolet,SONIC,GMX,32,1.4,4,29,40,33,0,M,0,US
2015,GM,Chevrolet,SONIC,GMX,38,1.8,4,25,35,28,0,SA,1,US
2015,GM,Chevrolet,SONIC,GMX,41,1.8,4,26,35,30,0,M,0,US
2015,GM,Chevrolet,SONIC RS,GMX,30,1.4,4,25,33,28,0,SA,1,US
2015,GM,Chevrolet,SONIC RS,GMX,36,1.4,4,27,34,30,0,M,0,US
2015,GM,Buick,LACROSSE,GMX,23,2.4,4,25,36,29,0,SA,1,US
2015,GM,Buick,LACROSSE,GMX,13,3.6,6,18,28,21,0,SA,1,US
2015,GM,Buick,LACROSSE,GMX,18,3.6,6,18,28,21,0,SA,1,US
2015,GM,Buick,LACROSSE AWD,GMX,77,3.6,6,17,26,20,0,SA,1,US
2015,GM,Buick,REGAL,GMX,98,2,4,21,30,24,0,SA,1,US
2015,GM,Buick,REGAL,GMX,72,2,4,20,31,24,0,M,0,US
2015,GM,Buick,REGAL,GMX,22,2.4,4,25,36,29,0,SA,1,US
2015,GM,Buick,REGAL,GMX,111,2.4,4,19,31,23,0,SA,1,US
2015,GM,Buick,REGAL AWD,GMX,5,2,4,19,27,22,0,SA,1,US
2015,GM,Cadillac,CTS,GMX,158,6.2,8,12,18,14,1,SA,1,US
2015,GM,Cadillac,CTS,GMX,156,6.2,8,14,19,16,1,M,0,US
2015,GM,Cadillac,CTS SEDAN,GMX,3,2,4,20,30,24,0,SA,1,US
2015,GM,Cadillac,CTS SEDAN,GMX,50,3.6,6,16,24,18,0,SA,1,US
2015,GM,Cadillac,CTS SEDAN,GMX,10,3.6,6,18,29,22,0,SA,1,US
2015,GM,Cadillac,CTS SEDAN AWD,GMX,7,2,4,19,28,22,0,SA,1,US
2015,GM,Cadillac,CTS SEDAN AWD,GMX,12,3.6,6,18,26,21,0,SA,1,US
2015,GM,Chevrolet,CRUZE,GMX,26,1.4,4,26,38,30,0,SA,1,US
2015,GM,Chevrolet,CRUZE,GMX,31,1.4,4,26,38,30,0,M,0,US
2015,GM,Chevrolet,CRUZE,GMX,37,1.8,4,22,35,27,0,SA,1,US
2015,GM,Chevrolet,CRUZE,GMX,40,1.8,4,25,36,29,0,M,0,US
2015,GM,Chevrolet,CRUZE,GMX,43,2,4,27,46,33,0,SA,1,US
2015,GM,Chevrolet,CRUZE ECO,GMX,25,1.4,4,26,39,31,0,A,1,US
2015,GM,Chevrolet,CRUZE ECO,GMX,34,1.4,4,28,42,33,0,M,0,US
2015,GM,Chevrolet,MALIBU,GMX,100,2,4,21,30,24,0,SA,1,US
2015,GM,Chevrolet,MALIBU,GMX,88,2.5,4,25,36,29,0,SA,1,US
2015,GM,Chevrolet,SONIC 5,GMX,28,1.4,4,27,37,31,0,SA,1,US
2015,GM,Chevrolet,SONIC 5,GMX,33,1.4,4,29,40,33,0,M,0,US
2015,GM,Chevrolet,SONIC 5,GMX,39,1.8,4,25,35,28,0,SA,1,US
2015,GM,Chevrolet,SONIC 5,GMX,42,1.8,4,26,35,30,0,M,0,US
2015,GM,Chevrolet,SONIC 5 RS,GMX,29,1.4,4,25,33,28,0,SA,1,US
2015,GM,Chevrolet,SONIC 5 RS,GMX,35,1.4,4,27,34,30,0,M,0,US
2015,GM,Cadillac,XTS,GMX,15,3.6,6,18,28,21,0,SA,1,US
2015,GM,Cadillac,XTS AWD,GMX,95,3.6,6,16,24,19,0,SA,1,US
2015,GM,Cadillac,XTS AWD,GMX,81,3.6,6,17,26,20,0,SA,1,US
2015,GM,Chevrolet,IMPALA,GMX,89,2.5,4,22,31,25,0,SA,1,US
2015,GM,Chevrolet,IMPALA,GMX,16,3.6,6,18,28,21,0,SA,1,US
2015,GM,Chevrolet,IMPALA,GMX,19,3.6,6,19,29,22,0,SA,1,US
2015,GM,Chevrolet,IMPALA LIMITED,GMX,107,3.6,6,18,30,22,0,A,1,US
2015,GM,Chevrolet,SS,GMX,131,6.2,8,14,21,17,1,SA,1,US
2015,GM,Chevrolet,COLORADO 2WD,GMX,701,2.5,4,20,27,22,0,A,1,US
2015,GM,Chevrolet,COLORADO 2WD,GMX,552,2.5,4,19,26,22,0,M,0,US
2015,GM,Chevrolet,COLORADO 2WD,GMX,680,3.6,6,18,26,21,0,A,1,US
2015,GM,GMC,CANYON 2WD,GMX,702,2.5,4,20,27,22,0,A,1,US
2015,GM,GMC,CANYON 2WD,GMX,553,2.5,4,19,26,22,0,M,0,US
2015,GM,GMC,CANYON 2WD,GMX,548,3.6,6,18,26,21,0,A,1,US
2015,GM,Chevrolet,COLORADO 4WD,GMX,635,2.5,4,19,25,21,0,A,1,US
2015,GM,Chevrolet,COLORADO 4WD,GMX,547,3.6,6,17,24,20,0,A,1,US
2015,GM,GMC,CANYON 4WD,GMX,636,2.5,4,19,25,21,0,A,1,US
2015,GM,GMC,CANYON 4WD,GMX,679,3.6,6,17,24,20,0,A,1,US
2015,GM,Chevrolet,C15 SILVERADO 2WD,GMX,609,4.3,6,18,24,20,0,A,1,US
2015,GM,Chevrolet,C15 SILVERADO 2WD,GMX,515,5.3,8,16,23,19,0,A,1,US
2015,GM,Chevrolet,C15 SILVERADO 2WD,GMX,568,5.3,8,16,23,19,0,A,1,US
2015,GM,Chevrolet,C15 SILVERADO 2WD,GMX,641,6.2,8,15,21,17,0,A,1,US
2015,GM,GMC,C15 SIERRA 2WD,GMX,611,4.3,6,18,24,20,0,A,1,US
2015,GM,GMC,C15 SIERRA 2WD,GMX,516,5.3,8,16,23,19,0,A,1,US
2015,GM,GMC,C15 SIERRA 2WD,GMX,572,5.3,8,16,23,19,0,A,1,US
2015,GM,GMC,C15 SIERRA 2WD,GMX,644,6.2,8,15,21,17,0,A,1,US
2015,GM,Chevrolet,K15 SILVERADO 4WD,GMX,613,4.3,6,17,22,19,0,A,1,US
2015,GM,Chevrolet,K15 SILVERADO 4WD,GMX,523,5.3,8,16,22,18,0,A,1,US
2015,GM,Chevrolet,K15 SILVERADO 4WD,GMX,576,5.3,8,16,22,18,0,A,1,US
2015,GM,Chevrolet,K15 SILVERADO 4WD,GMX,647,6.2,8,15,21,17,0,A,1,US
2015,GM,GMC,K15 SIERRA 4WD,GMX,615,4.3,6,17,22,19,0,A,1,US
2015,GM,GMC,K15 SIERRA 4WD,GMX,524,5.3,8,16,22,18,0,A,1,US
2015,GM,GMC,K15 SIERRA 4WD,GMX,580,5.3,8,16,22,18,0,A,1,US
2015,GM,GMC,K15 SIERRA 4WD,GMX,650,6.2,8,15,21,17,0,A,1,US
2015,GM,Chevrolet,G2500 EXPRESS CONV 2WD CARGOMDPV,GMX,593,6,8,10,15,12,0,A,1,US
2015,GM,Chevrolet,G2500 EXPRESS CONV 2WD CARGOMDPV,GMX,621,6,8,10,15,12,0,A,1,US
2015,GM,GMC,G2500 SAVANA CONV 2WD CARGO MDPV,GMX,596,6,8,10,15,12,0,A,1,US
2015,GM,GMC,G2500 SAVANA CONV 2WD CARGO MDPV,GMX,624,6,8,10,15,12,0,A,1,US
2015,GM,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,GMX,599,4.8,8,11,17,13,0,A,1,US
2015,GM,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,GMX,594,6,8,11,16,13,0,A,1,US
2015,GM,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,GMX,622,6,8,11,16,13,0,A,1,US
2015,GM,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,GMX,600,4.8,8,11,17,13,0,A,1,US
2015,GM,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,GMX,595,6,8,11,16,12,0,A,1,US
2015,GM,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,GMX,623,6,8,11,16,12,0,A,1,US
2015,GM,GMC,G2500 SAVANA 2WD PASS MDPV,GMX,601,4.8,8,11,17,13,0,A,1,US
2015,GM,GMC,G2500 SAVANA 2WD PASS MDPV,GMX,597,6,8,11,16,13,0,A,1,US
2015,GM,GMC,G2500 SAVANA 2WD PASS MDPV,GMX,625,6,8,11,16,13,0,A,1,US
2015,GM,GMC,G3500 SAVANA 2WD PASS MDPV,GMX,602,4.8,8,11,17,13,0,A,1,US
2015,GM,GMC,G3500 SAVANA 2WD PASS MDPV,GMX,598,6,8,11,16,12,0,A,1,US
2015,GM,GMC,G3500 SAVANA 2WD PASS MDPV,GMX,626,6,8,11,16,12,0,A,1,US
2015,GM,Cadillac,XTS HEARSE,GMX,20,3.6,6,14,21,17,1,SA,1,US
2015,GM,Cadillac,XTS LIMO,GMX,21,3.6,6,14,21,17,1,SA,1,US
2015,GM,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,GMX,610,4.3,6,16,21,18,0,A,1,US
2015,GM,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,GMX,511,5.3,8,15,20,17,0,A,1,US
2015,GM,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,GMX,569,5.3,8,15,20,17,0,A,1,US
2015,GM,Chevrolet,COLORADO CAB CHASSIS 2WD,GMX,677,3.6,6,15,17,16,0,A,1,US
2015,GM,GMC,C15 SIERRA 2WD CAB CHASSIS,GMX,612,4.3,6,16,21,18,0,A,1,US
2015,GM,GMC,C15 SIERRA 2WD CAB CHASSIS,GMX,514,5.3,8,15,20,17,0,A,1,US
2015,GM,GMC,C15 SIERRA 2WD CAB CHASSIS,GMX,573,5.3,8,15,20,17,0,A,1,US
2015,GM,GMC,CANYON CAB CHASSIS 2WD,GMX,549,3.6,6,15,17,16,0,A,1,US
2015,GM,GMC,K15 SIERRA 4WD CAB CHASSIS,GMX,616,4.3,6,16,20,18,0,A,1,US
2015,GM,GMC,K15 SIERRA 4WD CAB CHASSIS,GMX,522,5.3,8,15,19,17,0,A,1,US
2015,GM,GMC,K15 SIERRA 4WD CAB CHASSIS,GMX,581,5.3,8,15,19,17,0,A,1,US
2015,GM,Buick,ENCORE,GMX,91,1.4,4,25,33,28,0,SA,1,US
2015,GM,Chevrolet,CAPTIVA FWD,GMX,102,2.4,4,20,28,23,0,A,1,US
2015,GM,Chevrolet,EQUINOX FWD,GMX,101,2.4,4,22,32,26,0,A,1,US
2015,GM,Chevrolet,EQUINOX FWD,GMX,116,2.4,4,22,32,26,0,A,1,US
2015,GM,Chevrolet,EQUINOX FWD,GMX,112,3.6,6,17,24,20,0,A,1,US
2015,GM,Chevrolet,TRAX,GMX,92,1.4,4,26,34,29,0,SA,1,US
2015,GM,GMC,TERRAIN FWD,GMX,103,2.4,4,22,32,26,0,A,1,US
2015,GM,GMC,TERRAIN FWD,GMX,117,2.4,4,22,32,26,0,A,1,US
2015,GM,GMC,TERRAIN FWD,GMX,113,3.6,6,17,24,20,0,A,1,US
2015,GM,Buick,ENCORE AWD,GMX,588,1.4,4,23,30,26,0,SA,1,US
2015,GM,Chevrolet,EQUINOX AWD,GMX,556,2.4,4,20,29,23,0,A,1,US
2015,GM,Chevrolet,EQUINOX AWD,GMX,555,2.4,4,20,29,23,0,A,1,US
2015,GM,Chevrolet,EQUINOX AWD,GMX,114,3.6,6,16,23,19,0,A,1,US
2015,GM,Chevrolet,TRAX AWD,GMX,97,1.4,4,24,31,27,0,SA,1,US
2015,GM,GMC,TERRAIN AWD,GMX,557,2.4,4,20,29,23,0,A,1,US
2015,GM,GMC,TERRAIN AWD,GMX,115,3.6,6,16,23,19,0,A,1,US
2015,GM,Buick,ENCLAVE FWD,GMX,582,3.6,6,17,24,19,0,A,1,US
2015,GM,Cadillac,ESCALADE 2WD,GMX,505,6.2,8,15,21,17,0,A,1,US
2015,GM,Cadillac,ESCALADE 2WD,GMX,696,6.2,8,15,22,17,0,A,1,US
2015,GM,Cadillac,ESCALADE ESV 2WD,GMX,506,6.2,8,15,21,17,0,A,1,US
2015,GM,Cadillac,ESCALADE ESV 2WD,GMX,697,6.2,8,15,22,17,0,A,1,US
2015,GM,Cadillac,SRX,GMX,14,3.6,6,17,24,19,0,SA,1,US
2015,GM,Chevrolet,C1500 SUBURBAN 2WD,GMX,510,5.3,8,16,23,18,0,A,1,US
2015,GM,Chevrolet,C1500 SUBURBAN 2WD,GMX,567,5.3,8,16,23,18,0,A,1,US
2015,GM,Chevrolet,C1500 TAHOE 2WD,GMX,509,5.3,8,16,23,18,0,A,1,US
2015,GM,Chevrolet,C1500 TAHOE 2WD,GMX,566,5.3,8,16,23,18,0,A,1,US
2015,GM,Chevrolet,TRAVERSE FWD,GMX,583,3.6,6,17,24,19,0,A,1,US
2015,GM,GMC,ACADIA FWD,GMX,584,3.6,6,17,24,19,0,A,1,US
2015,GM,GMC,C1500 YUKON 2WD,GMX,512,5.3,8,16,23,18,0,A,1,US
2015,GM,GMC,C1500 YUKON 2WD,GMX,570,5.3,8,16,23,18,0,A,1,US
2015,GM,GMC,C1500 YUKON 2WD,GMX,507,6.2,8,15,21,17,0,A,1,US
2015,GM,GMC,C1500 YUKON 2WD,GMX,699,6.2,8,15,22,17,0,A,1,US
2015,GM,GMC,C1500 YUKON XL 2WD,GMX,513,5.3,8,16,23,18,0,A,1,US
2015,GM,GMC,C1500 YUKON XL 2WD,GMX,571,5.3,8,16,23,18,0,A,1,US
2015,GM,GMC,C1500 YUKON XL 2WD,GMX,508,6.2,8,15,21,17,0,A,1,US
2015,GM,GMC,C1500 YUKON XL 2WD,GMX,700,6.2,8,15,22,17,0,A,1,US
2015,GM,Buick,ENCLAVE AWD,GMX,585,3.6,6,16,22,18,0,A,1,US
2015,GM,Cadillac,ESCALADE 4WD,GMX,501,6.2,8,14,21,16,0,A,1,US
2015,GM,Cadillac,ESCALADE 4WD,GMX,645,6.2,8,15,21,17,0,A,1,US
2015,GM,Cadillac,ESCALADE ESV 4WD,GMX,502,6.2,8,14,20,16,0,A,1,US
2015,GM,Cadillac,ESCALADE ESV 4WD,GMX,646,6.2,8,14,20,16,0,A,1,US
2015,GM,Cadillac,SRX AWD,GMX,151,3.6,6,16,23,18,0,SA,1,US
2015,GM,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,GMX,614,4.3,6,16,20,18,0,A,1,US
2015,GM,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,GMX,519,5.3,8,15,19,17,0,A,1,US
2015,GM,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,GMX,577,5.3,8,15,19,17,0,A,1,US
2015,GM,Chevrolet,K1500 SUBURBAN 4WD,GMX,518,5.3,8,15,22,18,0,A,1,US
2015,GM,Chevrolet,K1500 SUBURBAN 4WD,GMX,575,5.3,8,15,22,18,0,A,1,US
2015,GM,Chevrolet,K1500 TAHOE 4WD,GMX,517,5.3,8,16,22,18,0,A,1,US
2015,GM,Chevrolet,K1500 TAHOE 4WD,GMX,574,5.3,8,16,22,18,0,A,1,US
2015,GM,Chevrolet,TRAVERSE AWD,GMX,586,3.6,6,16,23,19,0,A,1,US
2015,GM,GMC,ACADIA AWD,GMX,587,3.6,6,16,23,19,0,A,1,US
2015,GM,GMC,K1500 YUKON 4WD,GMX,521,5.3,8,16,22,18,0,A,1,US
2015,GM,GMC,K1500 YUKON 4WD,GMX,579,5.3,8,16,22,18,0,A,1,US
2015,GM,GMC,K1500 YUKON 4WD,GMX,504,6.2,8,14,21,16,0,A,1,US
2015,GM,GMC,K1500 YUKON 4WD,GMX,649,6.2,8,15,21,17,0,A,1,US
2015,GM,GMC,K1500 YUKON XL 4WD,GMX,520,5.3,8,15,22,18,0,A,1,US
2015,GM,GMC,K1500 YUKON XL 4WD,GMX,578,5.3,8,15,22,18,0,A,1,US
2015,GM,GMC,K1500 YUKON XL 4WD,GMX,503,6.2,8,14,20,16,0,A,1,US
2015,GM,GMC,K1500 YUKON XL 4WD,GMX,648,6.2,8,14,20,16,0,A,1,US
2015,Honda,Honda,CR-Z,HNX,34,1.5,4,36,39,37,0,SCV,1,International
2015,Honda,Honda,CR-Z,HNX,35,1.5,4,31,38,34,0,M,0,International
2015,Honda,Acura,ILX,HNX,11,2,4,24,35,28,0,SA,1,International
2015,Honda,Acura,ILX,HNX,12,2.4,4,22,31,25,0,M,0,International
2015,Honda,Acura,TLX,HNX,18,2.4,4,24,35,28,0,AM,1,International
2015,Honda,Acura,TLX,HNX,19,3.5,6,21,34,25,0,SA,1,International
2015,Honda,Acura,TLX AWD,HNX,20,3.5,6,21,31,25,0,SA,1,International
2015,Honda,Honda,CIVIC,HNX,26,1.8,4,30,39,33,0,CVT,1,International
2015,Honda,Honda,CIVIC,HNX,27,1.8,4,29,38,33,0,SCV,1,International
2015,Honda,Honda,CIVIC,HNX,28,1.8,4,28,36,31,0,M,0,International
2015,Honda,Honda,CIVIC,HNX,30,2.4,4,22,31,25,0,M,0,International
2015,Honda,Honda,CIVIC HF,HNX,29,1.8,4,31,41,35,0,CVT,1,International
2015,Honda,Honda,CIVIC HYBRID,HNX,25,1.5,4,44,47,45,0,CVT,1,International
2015,Honda,Acura,RLX,HNX,10,3.5,6,20,31,24,0,SA,1,International
2015,Honda,Honda,ACCORD,HNX,24,2,4,50,45,47,0,CVT,1,International
2015,Honda,Honda,ACCORD,HNX,22,2.4,4,27,36,31,0,CVT,1,International
2015,Honda,Honda,ACCORD,HNX,23,2.4,4,26,35,29,0,SCV,1,International
2015,Honda,Honda,ACCORD,HNX,21,2.4,4,24,34,27,0,M,0,International
2015,Honda,Honda,ACCORD,HNX,15,3.5,6,21,34,26,0,A,1,International
2015,Honda,Honda,ACCORD,HNX,16,3.5,6,21,32,25,0,SA,1,International
2015,Honda,Honda,ACCORD,HNX,14,3.5,6,18,28,22,0,M,0,International
2015,Honda,Honda,FIT,HNX,3,1.5,4,33,41,36,0,CVT,1,International
2015,Honda,Honda,FIT,HNX,1,1.5,4,32,38,35,0,SCV,1,International
2015,Honda,Honda,FIT,HNX,2,1.5,4,29,37,32,0,M,0,International
2015,Honda,Honda,ODYSSEY 2WD,HNX,17,3.5,6,19,28,22,0,A,1,International
2015,Honda,Acura,MDX 2WD,HNX,8,3.5,6,20,28,23,0,SA,1,International
2015,Honda,Acura,RDX 2WD,HNX,4,3.5,6,20,28,23,0,SA,1,International
2015,Honda,Honda,CROSSTOUR 2WD,HNX,31,2.4,4,22,31,25,0,A,1,International
2015,Honda,Honda,CROSSTOUR 2WD,HNX,32,3.5,6,20,30,23,0,SA,1,International
2015,Honda,Honda,CR-V 2WD,HNX,37,2.4,4,27,34,29,0,CVT,1,International
2015,Honda,Honda,PILOT 2WD,HNX,6,3.5,6,18,25,21,0,A,1,International
2015,Honda,Acura,MDX 4WD,HNX,9,3.5,6,18,27,21,0,SA,1,International
2015,Honda,Acura,RDX 4WD,HNX,5,3.5,6,19,27,22,0,SA,1,International
2015,Honda,Honda,CROSSTOUR 4WD,HNX,33,3.5,6,19,28,22,0,SA,1,International
2015,Honda,Honda,CR-V 4WD,HNX,38,2.4,4,26,33,28,0,CVT,1,International
2015,Honda,Honda,PILOT 4WD,HNX,7,3.5,6,17,24,20,0,A,1,International
2015,Hyundai,HYUNDAI MOTOR COMPANY,Genesis Coupe,HYX,11,3.8,6,16,25,19,0,SA,1,International
2015,Hyundai,HYUNDAI MOTOR COMPANY,Genesis Coupe,HYX,12,3.8,6,16,24,19,0,M,0,International
2015,Hyundai,HYUNDAI MOTOR COMPANY,Accent,HYX,39,1.6,4,26,37,30,0,SA,1,International
2015,Hyundai,HYUNDAI MOTOR COMPANY,Accent,HYX,40,1.6,4,27,38,31,0,M,0,International
2015,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,21,1.6,4,27,36,30,0,AM,1,International
2015,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,23,1.6,4,24,31,27,0,SA,1,International
2015,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,22,1.6,4,26,35,30,0,M,0,International
2015,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,24,1.6,4,24,33,28,0,M,0,International
